transaction_id,user_id,transaction_date,amount,transaction_type,status,payment_method,device_type
T00041505,U006416,2024-12-14 13:46:30,64.05,Card Spend,Success,UPI,Android
T00029104,U004626,2023-08-02 19:31:51,162.86,P2P Transfer,Success,UPI,Android
T00035138,U006551,2024-05-06 08:50:53,114.32,Card Spend,Success,UPI,iOS
T00002734,U005573,2023-10-01 22:02:21,366.94,Card Spend,Success,Net Banking,Android
T00025630,U010452,2024-12-20 00:32:55,30.61,Investment,Success,Wallet,iOS
T00040913,U004234,2024-03-09 15:19:46,37.26,Wallet Load,Success,Debit Card,Android
T00039850,U000030,2024-03-12 09:08:29,20.49,Card Spend,Success,Net Banking,Android
T00000838,U005578,2024-11-28 11:08:10,115.26,Investment,Success,UPI,Android
T00012890,U000416,2024-02-05 06:29:16,147.57,P2P Transfer,Success,UPI,Web
T00002753,U000403,2024-10-30 21:53:42,63.42,Card Spend,Success,Wallet,Android
T00048837,U011050,2023-06-09 16:08:42,31.85,Wallet Load,Success,Net Banking,Web
T00025699,U001059,2023-12-17 21:39:14,120.91,Card Spend,Success,UPI,Android
T00041802,U010266,2023-09-13 06:10:03,41.18,P2P Transfer,Pending,UPI,Android
T00017223,U011533,2023-03-20 14:24:01,37.0,P2P Transfer,Success,UPI,Android
T00045423,U001857,2023-10-25 17:50:33,83.47,P2P Transfer,Success,UPI,Web
T00022426,U000304,2023-03-08 20:10:12,74.93,Wallet Load,Success,Wallet,Web
T00007404,U007024,2025-01-19 15:51:58,399.99,Bill Payment,Success,UPI,Android
T00026902,U007612,2023-03-11 08:36:25,79.41,Wallet Load,Success,UPI,iOS
T00043395,U003406,2024-05-20 17:08:28,242.4,Card Spend,Success,UPI,iOS
T00010009,U007659,2024-01-15 14:06:40,19.97,Wallet Load,Success,UPI,iOS
T00023876,U010296,2023-12-28 03:03:48,104.24,Bill Payment,Success,UPI,Android
T00027403,U003983,2023-12-22 07:57:16,235.82,Bill Payment,Success,UPI,Android
T00003387,U006683,2024-09-20 16:35:45,25.32,Wallet Load,Success,UPI,Android
T00023476,U004227,2023-05-19 12:36:01,42.47,Wallet Load,Success,Net Banking,Android
T00011167,U007781,2024-11-25 09:27:08,110.51,Card Spend,Success,Credit Card,Android
T00002436,U006025,2023-06-07 12:54:09,148.88,Investment,Success,Wallet,Android
T00022129,U006389,2025-02-09 16:23:18,18.11,Wallet Load,Success,Credit Card,Android
T00018240,U004302,2023-05-20 12:34:58,175.42,P2P Transfer,Success,Wallet,Android
T00031158,U005784,2025-03-06 03:42:33,96.32,P2P Transfer,Pending,Wallet,iOS
T00017590,U010930,2025-01-29 23:20:18,58.56,Wallet Load,Success,Wallet,Web
T00026406,U006956,2025-03-10 14:46:32,102.93,Investment,Pending,UPI,iOS
T00021230,U010801,2023-03-24 18:21:31,42.69,Card Spend,Success,Wallet,Web
T00016360,U003388,2024-11-18 07:39:14,88.6,P2P Transfer,Success,Credit Card,Web
T00036422,U010382,2024-05-18 02:03:37,139.13,Card Spend,Success,UPI,iOS
T00036468,U001548,2023-07-29 12:45:40,157.28,Card Spend,Success,Wallet,iOS
T00012881,U003839,2023-02-01 01:37:27,103.62,P2P Transfer,Success,Credit Card,iOS
T00022228,U006756,2025-02-02 04:50:46,176.33,Bill Payment,Success,Debit Card,Android
T00025816,U001120,2024-04-15 18:06:39,94.57,P2P Transfer,Success,Credit Card,Android
T00037396,U006393,2023-01-24 21:45:58,49.34,Card Spend,Success,Debit Card,Web
T00023026,U009627,2023-04-14 09:06:08,28.18,Card Spend,Success,Credit Card,iOS
T00038077,U003277,2023-10-25 08:41:34,174.7,Bill Payment,Failed,UPI,Android
T00042209,U008907,2024-03-21 08:59:34,94.89,Card Spend,Success,Debit Card,Android
T00019870,U001346,2023-05-19 22:33:57,48.47,Card Spend,Failed,Debit Card,iOS
T00001514,U003716,2023-03-06 15:21:56,33.76,Wallet Load,Success,Net Banking,Android
T00009311,U000996,2023-01-07 01:50:35,305.72,P2P Transfer,Success,Net Banking,iOS
T00043146,U009872,2023-11-08 08:52:50,317.29,P2P Transfer,FAILED,UPI,iOS
T00006452,U008198,2024-08-05 12:30:34,99.97,Bill Payment,Success,Credit Card,iOS
T00004517,U001163,2023-03-23 03:05:59,138.16,Bill Payment,Success,Wallet,iOS
T00009780,U000845,2024-09-15 21:27:18,89.26,Bill Payment,Success,Debit Card,Android
T00013818,U010393,2024-02-09 02:55:56,123.66,P2P Transfer,Success,UPI,Android
T00022800,U002974,2024-05-20 07:40:49,122.76,Wallet Load,Failed,UPI,iOS
T00033668,U002689,2024-11-11 01:33:07,264.86,Card Spend,Success,UPI,Android
T00005093,U001272,2024-03-10 02:35:18,76.63,Wallet Load,Success,Net Banking,Web
T00042870,U011041,2023-09-17 18:35:54,82.95,P2P Transfer,Success,UPI,Android
T00028388,U008176,2024-03-14 09:51:39,50.29,Wallet Load,Success,UPI,Web
T00029009,U000970,2023-01-02 19:14:50,32.51,Wallet Load,Success,UPI,iOS
T00031124,U009019,2024-08-15 03:12:40,121.7,P2P Transfer,Success,Net Banking,Web
T00000362,U006284,2023-06-04 13:08:44,219.57,Wallet Load,Success,Net Banking,Android
T00035389,U002797,2023-09-26 05:02:39,127.75,P2P Transfer,Success,Net Banking,Android
T00037997,U001993,2024-04-05 06:55:25,86.7,Card Spend,Success,Credit Card,iOS
T00033450,U000252,2025-01-16 23:41:44,88.05,Card Spend,Success,Wallet,Android
T00016295,U000635,2024-11-14 00:05:31,94.77,Wallet Load,Success,Wallet,Web
T00016845,U010537,2023-10-30 08:24:24,177.35,Bill Payment,Success,Credit Card,Android
T00007303,U003592,2024-05-19 13:00:51,30.82,P2P Transfer,Failed,UPI,iOS
T00037479,U000052,2023-09-22 06:02:30,71.39,P2P Transfer,Success,Debit Card,iOS
T00047757,U011355,2024-08-16 05:31:26,50.93,P2P Transfer,Success,UPI,Android
T00021435,U007028,2024-05-27 02:31:36,82.58,Bill Payment,Success,Wallet,Android
T00013064,U005676,2025-03-30 17:32:44,28.65,P2P Transfer,Success,UPI,Android
T00045246,U008601,2023-09-16 14:32:07,176.09,P2P Transfer,Success,Credit Card,iOS
T00013985,U006213,2023-03-23 10:23:57,77.21,Card Spend,Success,Debit Card,Android
T00002347,U008515,2023-06-08 00:54:43,82.98,Bill Payment,Success,Net Banking,Android
T00004469,U009027,2024-04-10 12:15:28,51.06,Card Spend,Success,Net Banking,Android
T00004209,U000334,2025-03-09 23:36:23,370.59,Wallet Load,Success,UPI,Web
T00047696,U003388,2023-11-26 01:53:00,77.45,Bill Payment,Success,Debit Card,Android
T00017621,U004323,2023-04-08 11:02:02,147.86,Card Spend,Success,Debit Card,iOS
T00005347,U003370,2024-04-25 17:53:48,94.1,P2P Transfer,Success,Debit Card,iOS
T00004637,U005540,2023-05-25 02:22:25,601.68,Bill Payment,Success,Net Banking,Android
T00031707,U004549,2024-09-22 08:31:11,423.3,P2P Transfer,Failed,Credit Card,Android
T00039637,U011255,2023-02-26 06:46:32,316.17,Bill Payment,Success,Net Banking,iOS
T00026677,U003012,2024-07-26 02:57:59,42.98,P2P Transfer,Success,UPI,Android
T00038711,U001805,2024-07-07 06:23:31,48.57,Card Spend,Success,Wallet,Android
T00028187,U001297,2023-04-07 08:39:17,280.0,Wallet Load,Success,Debit Card,iOS
T00004473,U000118,2023-08-17 14:29:31,132.98,Wallet Load,Failed,Debit Card,iOS
T00032951,U005240,2023-02-26 04:03:37,434.5,Investment,Success,Debit Card,Android
T00049284,U011246,2024-03-19 10:55:34,285.12,Investment,Success,Debit Card,Android
T00007715,U001683,2025-01-30 19:22:51,107.15,Card Spend,Success,Wallet,Android
T00044413,U011032,2023-10-01 14:00:05,232.31,Wallet Load,Success,UPI,Android
T00036171,U009606,2023-01-14 00:45:03,154.11,P2P Transfer,Success,Net Banking,Android
T00049381,U008723,2023-01-25 05:11:53,34.36,P2P Transfer,Success,UPI,iOS
T00027360,U001720,2023-06-01 03:54:21,181.63,P2P Transfer,Success,Debit Card,iOS
T00043604,U002752,2024-10-12 21:17:26,973.64,Wallet Load,Success,UPI,Web
T00030302,U011141,2023-06-04 11:45:36,46.8,Card Spend,Refunded,UPI,Web
T00013828,U005366,2025-03-14 20:14:25,187.79,P2P Transfer,Success,Net Banking,Android
T00043418,U008465,2024-02-28 10:56:45,248.9,P2P Transfer,Success,Debit Card,Android
T00015113,U001069,2025-03-09 05:23:41,381.97,Wallet Load,Success,Debit Card,Android
T00050630,U007408,2024-08-22 14:23:35,36.38,Bill Payment,Success,Net Banking,Android
T00027288,U003103,2023-02-15 02:22:08,64.85,Card Spend,Success,Net Banking,Android
T00016899,U010875,2023-09-21 10:25:20,67.03,Investment,Refunded,Credit Card,iOS
T00039587,U005464,2025-03-07 17:36:02,190.99,Bill Payment,Success,UPI,Android
T00015428,U002891,2024-05-04 06:15:28,70.07,Bill Payment,Success,Debit Card,iOS
T00020549,U001770,2023-07-31 05:28:31,27.19,Card Spend,Success,Net Banking,iOS
T00007103,U000972,2024-09-08 08:46:13,157.12,Card Spend,Success,UPI,Android
T00025241,U000345,2023-07-26 08:36:02,110.5,P2P Transfer,Success,Wallet,Android
T00050047,U007328,2023-10-31 12:44:43,185.72,Wallet Load,Success,UPI,Android
T00050326,U003045,2025-03-18 11:53:23,25.48,Wallet Load,Success,UPI,Web
T00008981,U002880,2023-02-08 22:36:49,63.04,Wallet Load,Success,Net Banking,Web
T00029281,U007468,2024-09-17 19:35:46,65.19,Card Spend,Success,Net Banking,iOS
T00038258,U001824,2024-05-10 15:19:17,67.42,Card Spend,Success,UPI,Android
T00003955,U001771,2025-02-09 19:50:04,89.31,P2P Transfer,Success,UPI,iOS
T00005912,U005437,2024-01-27 17:43:30,62.64,Wallet Load,Success,Net Banking,Android
T00041671,U003715,2024-11-12 07:31:02,67.57,P2P Transfer,Success,UPI,iOS
T00051543,U011704,2024-10-11 11:39:35,132.18,P2P Transfer,Success,Net Banking,Android
T00010696,U002719,2023-07-30 12:42:00,168.41,Card Spend,Success,UPI,iOS
T00024259,U010665,2025-03-05 08:53:26,130.08,Bill Payment,Success,Debit Card,iOS
T00044537,U001288,2024-05-03 15:05:49,554.64,Card Spend,Success,Debit Card,Web
T00037590,U003087,2024-09-16 03:16:44,385.78,P2P Transfer,Refunded,Debit Card,Web
T00010098,U002303,2023-03-25 00:41:31,79.24,Card Spend,Success,UPI,Android
T00047509,U004084,2024-11-12 07:14:05,56.93,Card Spend,Success,Debit Card,Android
T00045322,U005055,2023-02-26 02:13:45,151.16,Bill Payment,Success,Net Banking,Android
T00029200,U006068,2024-06-21 22:54:57,194.57,Bill Payment,Success,Credit Card,Android
T00031058,U010098,2023-07-01 12:35:36,187.24,Wallet Load,Success,Credit Card,Android
T00030149,U001991,2024-06-15 22:11:10,90.43,P2P Transfer,Success,Debit Card,Android
T00012834,U011451,2025-03-06 18:17:32,223.72,Card Spend,Failed,UPI,Android
T00011396,U011596,2024-11-04 13:28:43,148.17,P2P Transfer,Success,UPI,iOS
T00046454,U004255,2023-06-23 19:16:01,45.28,Card Spend,Success,UPI,Android
T00009856,U005632,2023-09-06 16:25:51,128.97,Bill Payment,Success,Debit Card,Android
T00023015,U002890,2024-04-30 06:56:32,47.22,Wallet Load,Success,Credit Card,Web
T00010753,U000581,2025-02-15 05:26:44,51.8,Bill Payment,Success,UPI,Android
T00010031,U005550,2023-01-29 20:03:48,175.57,Bill Payment,Failed,Credit Card,Android
T00033939,U004772,2025-03-11 20:15:08,26.97,Wallet Load,Success,Wallet,Android
T00017736,U004916,2024-07-11 04:23:09,251.44,Bill Payment,Success,UPI,Android
T00040207,U005824,2023-04-11 03:32:40,105.67,Investment,Success,Credit Card,Android
T00044655,U011567,2025-02-17 20:09:33,48.69,Bill Payment,Success,Debit Card,Android
T00041853,U003750,2023-01-29 03:30:18,109.86,Bill Payment,Success,UPI,iOS
T00030053,U007580,2025-02-25 03:12:54,126.83,Bill Payment,Success,Debit Card,Android
T00033976,U004547,2023-10-09 23:41:52,105.73,P2P Transfer,Success,Wallet,Web
T00019848,U000946,2025-02-13 12:06:57,564.38,Bill Payment,Pending,UPI,Android
T00017282,U008947,2023-04-27 06:35:03,38.36,Bill Payment,Failed,Debit Card,iOS
T00030468,U011705,2024-06-15 02:00:06,25.73,Bill Payment,Success,Debit Card,Android
T00022147,U010660,2024-02-17 09:51:44,276.1,P2P Transfer,Success,UPI,Android
T00017991,U004746,2023-01-14 05:02:10,175.16,Investment,Failed,UPI,iOS
T00017786,U011648,2024-05-21 03:22:46,305.09,P2P Transfer,Success,UPI,Android
T00024588,U010402,2023-03-20 20:25:18,91.68,P2P Transfer,Refunded,Debit Card,Android
T00001678,U008701,2023-08-01 03:03:24,19.23,Bill Payment,Success,UPI,Android
T00020666,U011818,2024-11-13 14:45:07,50.44,bill payment ,Success,Wallet,iOS
T00000093,U000645,2023-05-09 04:51:08,477.9,Card Spend,Success,Net Banking,iOS
T00037392,U002865,2023-08-19 04:13:19,160.11,Investment,Success,Net Banking,iOS
T00014656,U007940,2025-03-29 22:51:30,208.49,Wallet Load,Success,UPI,Android
T00003916,U011170,2023-11-27 06:06:38,91.47,Bill Payment,Success,Credit Card,Android
T00038955,U003058,2023-08-08 20:56:26,28.84,Bill Payment,Success,Debit Card,Web
T00032025,U010556,2025-01-01 18:00:03,40.48,Bill Payment,Success,UPI,iOS
T00012043,U005553,2024-11-11 03:17:47,334.95,Card Spend,Success,UPI,Android
T00045817,U007817,2024-03-03 08:30:56,33.67,Investment,Success,UPI,Android
T00022916,U000123,2024-12-28 20:56:55,152.81,Wallet Load,Pending,UPI,Android
T00022773,U002853,2024-06-14 04:17:08,29.93,Card Spend,Refunded,UPI,Android
T00025043,U002690,2023-06-20 23:03:28,89.45,P2P Transfer,Success,UPI,Android
T99990025,MISSING0025,2023-12-07 17:26:48,89.48,Card Spend,Success,Debit Card,Android
T00046151,U006385,2024-08-27 09:01:44,118.22,P2P Transfer,Success,Debit Card,iOS
T00003892,U010420,2024-04-16 08:01:35,76.48,P2P Transfer,Success,Debit Card,Android
T00002253,U006536,2023-10-27 19:10:34,323.84,P2P Transfer,Success,UPI,Android
T00013205,U007939,2025-03-11 08:08:55,-10.0,P2P Transfer,Success,Wallet,Web
T00025130,U004493,2025-01-12 20:45:22,34.35,Bill Payment,Success,Debit Card,Web
T00002392,U005005,2024-10-23 00:30:52,36.2,Bill Payment,Success,Credit Card,Web
T00003782,U006675,2025-01-06 00:35:11,122.55,P2P Transfer,Success,Credit Card,Android
T00027092,U007820,2024-05-20 06:26:54,221.73,Wallet Load,Success,Debit Card,Android
T00001293,U011736,2025-03-10 02:55:55,72.59,P2P Transfer,Success,UPI,Android
T00037609,U010367,2024-07-25 15:43:41,144.64,Bill Payment,Success,Net Banking,Android
T00005736,U011795,2024-09-26 05:54:33,36.51,Wallet Load,Success,Credit Card,iOS
T00000090,U004522,2024-02-27 09:35:49,130.95,Card Spend,Success,UPI,iOS
T00032788,U006225,2024-12-27 16:51:38,205.68,Wallet Load,Success,Debit Card,Android
T00008029,U010113,2024-01-06 20:59:39,10.01,Investment,Success,Debit Card,Web
T00027418,U004919,2023-06-12 23:39:25,183.32,P2P Transfer,Success,UPI,iOS
T00031543,U000016,2024-09-29 19:11:29,60.09,Bill Payment,Failed,UPI,iOS
T00044808,U009340,2023-06-09 14:54:49,117.29,P2P Transfer,Success,UPI,Android
T00027466,U001668,2023-03-17 06:56:38,250.28,P2P Transfer,Success,UPI,iOS
T00022895,U002967,2025-01-17 00:32:20,79.94,Wallet Load,Success,Credit Card,Web
T00012661,U008846,2023-03-22 13:03:26,271.68,Wallet Load,Success,Wallet,Android
T00038246,U009992,2023-12-31 17:58:11,188.24,Wallet Load,Success,Debit Card,Android
T00025099,U000517,2023-05-06 00:47:54,89.38,P2P Transfer,Refunded,UPI,Android
T00016191,U011647,2024-04-14 07:07:01,171.08,Wallet Load,Success,Debit Card,Android
T00045225,U005173,2024-10-15 14:30:43,98.99,P2P Transfer,Failed,UPI,iOS
T00022713,U000131,2023-04-09 15:15:17,536.85,P2P Transfer,Pending,UPI,Android
T00028078,U009592,2024-08-15 00:58:13,53.6,P2P Transfer,Success,Credit Card,Android
T00037015,U006067,2023-12-20 20:57:58,59.04,Bill Payment,Success,UPI,Android
T00000054,U008439,2024-11-10 10:18:01,132.72,Wallet Load,Success,UPI,Web
T00031688,U010797,2024-02-02 09:07:53,47.47,Wallet Load,Success,Net Banking,Android
T00032980,U011239,2024-11-16 19:50:43,353.52,Wallet Load,Success,Debit Card,iOS
T00005485,U002390,2023-01-18 22:38:29,62.73,P2P Transfer,Success,Credit Card,Web
T00005911,U005644,2023-08-19 10:27:00,32.96,Wallet Load,Success,UPI,Android
T00040212,U011521,2024-09-18 01:20:42,206.35,Wallet Load,Success,Net Banking,Android
T00028258,U008407,2024-01-21 08:12:15,81.94,Card Spend,Success,Net Banking,Android
T00042938,U010270,2023-10-17 09:03:05,78.52,Card Spend,Success,UPI,Android
T00049722,U000287,2023-03-24 16:10:42,139.72,Wallet Load,Success,Net Banking,Android
T00048115,U005825,2024-10-27 11:58:48,122.72,P2P Transfer,Success,Net Banking,Web
T00017382,U000049,2023-10-01 17:38:23,290.9,Bill Payment,Success,Net Banking,Web
T00038610,U007048,2025-01-20 13:23:03,103.67,Card Spend,Success,UPI,Android
T00049409,U005169,2024-10-14 19:10:22,105.84,Card Spend,Success,UPI,Android
T00037077,U003371,2023-10-18 13:22:35,60.8,Investment,Success,Credit Card,iOS
T00034285,U005242,2023-10-31 22:15:38,77.07,Investment,Success,UPI,Android
T00000311,U006127,2024-08-29 06:24:32,51.35,Bill Payment,Success,UPI,Android
T00001887,U003988,2025-01-01 14:18:48,234.56,Bill Payment,Success,Net Banking,iOS
T00038735,U009459,2024-07-15 12:13:55,170.5,Wallet Load,Success,UPI,Android
T00013251,U006193,2023-08-06 20:41:34,70.36,Bill Payment,Success,UPI,iOS
T00001248,U010744,2025-01-19 17:22:57,187.69,Wallet Load,Success,Debit Card,Android
T00027669,U003233,2024-06-08 16:50:05,35.36,P2P Transfer,Success,Net Banking,Android
T00040576,U006875,2024-09-19 02:59:27,593.56,Bill Payment,Success,UPI,Web
T00047462,U005485,2023-09-10 01:19:24,42.37,Wallet Load,Success,Credit Card,Android
T00010830,U009826,2023-05-06 20:41:58,572.36,Card Spend,Success,UPI,iOS
T00042170,U009912,2023-03-17 22:01:44,42.2,Investment,Success,UPI,iOS
T00048014,U003834,2024-07-03 03:54:34,49.25,P2P Transfer,Success,UPI,iOS
T00028459,U011891,2025-01-06 12:28:41,190.92,Investment,Success,Wallet,Android
T00000876,U006880,2024-10-09 10:12:34,103.53,P2P Transfer,Success,Credit Card,iOS
T00036990,U011503,2024-05-22 17:22:32,192.0,Card Spend,Failed,Net Banking,Android
T00007624,U006457,2023-11-10 11:43:55,227.27,Bill Payment,Success,Credit Card,Android
T00011278,U007089,2023-05-30 17:26:59,160.38,P2P Transfer,Success,Credit Card,Web
T00013634,U000383,2023-07-26 23:25:01,675.18,P2P Transfer,Success,Credit Card,Android
T00012246,U011055,2023-10-01 23:43:25,185.56,Card Spend,Success,Net Banking,Android
T00047207,U005623,2025-01-20 10:26:22,34.14,Card Spend,Success,Debit Card,iOS
T00048338,U007858,2023-04-13 22:57:43,26.31,Wallet Load,Success,UPI,Android
T00026323,U002464,2025-02-20 08:52:45,84.21,Card Spend,Success,Credit Card,Web
T00018271,U007250,2024-02-17 00:09:00,54.3,P2P Transfer,Success,UPI,Android
T00037480,U010398,2025-03-05 15:39:32,56.41,Wallet Load,Success,UPI,Web
T00035013,U006396,2023-06-29 19:54:58,74.01,P2P Transfer,Success,Wallet,Web
T00003039,U011143,2024-02-19 10:45:25,138.32,Investment,Success,Wallet,Web
T00046209,U007015,2024-03-18 17:17:56,66.94,Wallet Load,Success,Wallet,iOS
T00028850,U007735,2025-02-02 08:56:16,114.84,P2P Transfer,Success,Debit Card,Web
T00019653,U006493,2024-06-02 10:43:18,447.2,Card Spend,Success,UPI,iOS
T00027472,U005272,2024-04-22 18:25:03,59.48,Bill Payment,Success,Debit Card,Android
T00014509,U008484,2023-02-01 04:09:58,53.65,P2P Transfer,Success,UPI,Android
T00017805,U009651,2025-03-01 07:55:34,62.9,Card Spend,Success,Wallet,Android
T00019850,U005187,2024-03-13 00:38:07,118.44,Wallet Load,Refunded,UPI,Android
T00028494,U003161,2024-05-27 01:46:54,266.3,P2P Transfer,Success,Net Banking,Android
T00014209,U000040,2024-09-15 14:17:51,104.87,P2P Transfer,Success,UPI,Android
T00023895,U005689,2024-03-10 23:32:00,4.39,Investment,Success,Wallet,Android
T00021340,U009342,2023-04-24 13:14:46,98.93,P2P Transfer,Success,Debit Card,Android
T00003905,U007287,2024-08-10 21:35:42,179.67,Bill Payment,Success,Debit Card,Android
T00023557,U004800,2023-03-14 20:37:43,208.77,P2P Transfer,Success,UPI,Android
T00006006,U010885,2023-10-03 03:44:15,178.96,P2P Transfer,Failed,Net Banking,Web
T00040473,U009913,2024-05-29 01:24:01,139.79,Bill Payment,Success,UPI,Android
T00031618,U006180,2023-06-19 04:50:27,9.87,Card Spend,Refunded,UPI,iOS
T00044078,U003069,2023-01-19 10:04:35,85.49,P2P Transfer,Success,Debit Card,Android
T00004141,U008128,2024-12-05 23:19:56,65.21,Wallet Load,Success,UPI,Web
T00030299,U010951,2023-11-01 10:01:49,44.75,Card Spend,Success,Debit Card,iOS
T00034015,U000669,2024-08-23 10:07:32,123.43,P2P Transfer,Success,Wallet,Android
T00031594,U000052,2024-11-03 09:05:26,442.25,Wallet Load,Success,UPI,Android
T00024654,U008571,2024-12-21 20:16:32,55.6,P2P Transfer,Success,UPI,Android
T00031991,U008171,2024-07-29 12:15:44,62.3,Wallet Load,Success,Net Banking,Android
T00000188,U004285,2024-03-03 13:57:11,173.16,P2P Transfer,Refunded,Credit Card,iOS
T00008949,U010601,2024-03-12 02:31:30,407.58,Investment,Success,UPI,Android
T00025393,U007504,2023-10-20 09:22:24,110.52,Investment,Success,UPI,iOS
T00034032,U006620,2024-08-14 17:03:38,38.26,Card Spend,Refunded,Credit Card,iOS
T00004639,U001163,2024-04-06 19:55:33,40.09,P2P Transfer,Success,UPI,Android
T00042486,U004395,2024-05-24 15:00:57,18.01,P2P Transfer,Success,Debit Card,Android
T00033125,U006948,2024-02-24 13:13:20,24.8,Card Spend,Success,UPI,Web
T00040096,U003728,2024-05-30 08:58:52,665.51,Bill Payment,Success,Net Banking,iOS
T00051123,U006568,2023-02-07 21:57:54,201.72,Bill Payment,Success,Credit Card,Android
T00045492,U010780,2024-01-08 16:46:21,43.44,Card Spend,Success,UPI,Android
T00019261,U001720,2025-03-21 07:51:31,135.23,Card Spend,Success,UPI,Android
T00042063,U010976,2023-06-20 06:24:14,22.75,Wallet Load,Success,Debit Card,Android
T00007356,U007165,2024-07-11 00:27:45,102.78,P2P Transfer,Refunded,UPI,iOS
T00016900,U004585,2024-02-21 19:11:28,79.35,Bill Payment,Success,UPI,Android
T00001713,U008326,2024-07-26 21:09:28,24.88,Bill Payment,Failed,Debit Card,Android
T00011899,U003226,2025-02-07 11:53:15,32.69,Card Spend,Pending,UPI,iOS
T00042504,U011394,2025-03-27 00:30:05,18.57,P2P Transfer,Success,Debit Card,iOS
T00011182,U009391,2025-01-13 21:03:04,92.7,Wallet Load,Success,Wallet,iOS
T00017243,U011646,2024-09-20 00:34:09,185.36,P2P Transfer,Success,Net Banking,iOS
T00020533,U004774,2024-07-19 19:41:21,494.85,Investment,Success,Debit Card,iOS
T00005898,U011717,2024-01-23 17:32:39,149.42,Wallet Load,Success,Wallet,iOS
T00032135,U001633,2024-10-08 21:26:58,39.43,Wallet Load,Success,Net Banking,Android
T00051948,U003868,2024-10-27 04:10:28,139.01,Card Spend,Success,Wallet,iOS
T00021747,U006187,2024-10-18 10:33:51,359.11,Bill Payment,Failed,Debit Card,Android
T00018546,U008180,2023-10-06 01:08:18,134.32,Investment,Success,Debit Card,Android
T00000581,U000410,2023-03-08 02:39:45,426.29,Card Spend,Success,Net Banking,iOS
T00002237,U001869,2024-03-30 17:03:04,60.21,Investment,Success,Credit Card,iOS
T00048501,U008556,2023-10-29 01:10:46,290.08,Investment,Success,Debit Card,Android
T00016208,U001184,2023-10-21 03:10:41,198.53,Bill Payment,Success,Debit Card,Web
T00016573,U009405,2024-11-04 03:34:13,179.15,Card Spend,Success,Debit Card,iOS
T00025394,U000093,2024-03-05 14:55:21,61.98,P2P Transfer,Success,Net Banking,Web
T00002548,U010461,2023-01-29 19:14:03,123.27,P2P Transfer,Success,UPI,iOS
T00040095,U005703,2024-07-10 14:26:40,116.32,P2P Transfer,Success,UPI,Android
T00031139,U000739,2023-07-06 06:18:11,117.32,Bill Payment,Success,UPI,Web
T00027689,U000320,2023-01-12 09:51:18,70.96,Wallet Load,Success,Debit Card,Android
T00028410,U003306,2024-01-18 10:29:07,48.54,Wallet Load,Pending,UPI,iOS
T00001480,U000755,2023-03-20 09:50:03,13.02,P2P Transfer,Success,Credit Card,Android
T00015404,U007311,2024-02-01 03:55:20,95.92,Bill Payment,Success,Net Banking,Android
T00016475,U008730,2025-02-11 06:28:02,38.98,P2P Transfer,Failed,Debit Card,Web
T00034341,U001874,2024-12-07 14:27:57,110.34,Investment,Success,UPI,iOS
T00028121,U002387,2024-04-08 02:44:23,40.96,P2P Transfer,Success,Net Banking,Android
T00017760,U008500,2024-06-12 20:11:37,153.95,Wallet Load,Success,UPI,Android
T00013309,U003752,2023-07-29 17:06:11,283.78,P2P Transfer,Success,UPI,iOS
T00008286,U008863,2023-11-21 04:12:23,248.16,Bill Payment,Pending,Debit Card,iOS
T00018895,U003957,2023-04-28 06:13:02,50.77,P2P Transfer,Success,UPI,Android
T00036361,U000943,2023-11-14 11:13:34,205.82,P2P Transfer,Success,UPI,Android
T00034997,U009197,2025-02-21 07:39:45,66.48,Card Spend,Success,UPI,Android
T00037042,U011275,2024-11-13 14:03:24,30.77,Wallet Load,Success,UPI,Web
T00017127,U000351,2023-10-04 22:15:16,218.51,Investment,Success,Debit Card,Android
T00039798,U000742,2024-09-05 23:56:25,38.11,P2P Transfer,Success,Net Banking,Android
T00023042,U000948,2024-06-20 09:27:18,156.39,P2P Transfer,Failed,UPI,Android
T00030759,U005193,2023-09-01 05:27:15,111.58,Card Spend,Success,UPI,Web
T00030326,U001594,2024-11-24 09:22:49,85.35,Investment,Success,UPI,iOS
T00046561,U001410,2023-06-10 09:51:27,110.01,P2P Transfer,Success,Net Banking,Android
T00026813,U001784,2023-08-02 10:59:34,253.61,Card Spend,Refunded,Net Banking,iOS
T00047668,U002211,2024-12-14 23:16:10,410.58,Card Spend,Success,Wallet,iOS
T00009675,U011839,2024-01-17 14:32:18,32.73,Card Spend,Success,Net Banking,Android
T00022435,U011085,2024-05-09 07:12:38,10.17,Wallet Load,Success,Credit Card,iOS
T00023589,U005604,2023-02-23 00:30:46,40.42,Bill Payment,Success,UPI,Android
T00027930,U002390,2024-04-23 11:40:16,225.21,P2P Transfer,Success,Debit Card,Android
T00043386,U001885,2023-05-28 02:41:45,46.17,Investment,Success,Wallet,iOS
T00008945,U008144,2024-01-22 17:35:34,137.81,Bill Payment,Success,Wallet,iOS
T00033279,U004335,2023-02-22 03:11:56,141.42,Card Spend,Success,UPI,Android
T00000335,U010170,2023-08-18 20:47:47,67.88,Card Spend,Success,Debit Card,iOS
T00008409,U009132,2023-08-05 16:27:19,11.17,P2P Transfer,Success,UPI,Android
T00025142,U008274,2023-03-09 00:15:24,230.17,Wallet Load,Success,UPI,Android
T00000082,U007261,2024-04-26 14:31:47,69.02,Wallet Load,Success,Credit Card,iOS
