user_id,signup_date,age,region,acquisition_channel,kyc_status,signup_month,transaction_count,successful_transactions,total_spend,first_transaction_date,last_transaction_date,active_months,days_since_last_transaction,avg_transaction_amount,engagement_segment
U006315,2024-12-18 00:40:54,40,South,Organic,Verified,2024-12,4.0,3.0,361.63,2023-05-01 00:26:50,2025-01-08 10:39:22,4.0,81.0,90.4075,Occasional
U006316,2023-03-29 21:53:05,24,West,Organic,Verified,2023-03,2.0,2.0,343.34,2023-06-12 00:59:07,2025-03-10 04:20:08,2.0,20.0,171.67,Occasional
U006317,2024-12-04 23:42:35,66,South,Referral,Verified,2024-12,5.0,5.0,772.06,2023-02-21 08:14:52,2025-01-08 19:23:26,5.0,81.0,154.41199999999998,Engaged
U006318,2024-11-19 22:16:07,26,East,Paid Search,Verified,2024-11,1.0,1.0,147.33,2023-02-02 00:46:00,2023-02-02 00:46:00,1.0,787.0,147.33,At Risk
U006319,2023-04-15 01:50:55,56,South,Paid Search,Verified,2023-04,3.0,3.0,541.12,2023-10-10 21:59:58,2025-03-30 08:48:04,3.0,0.0,180.37333333333333,Occasional
U006320,2023-02-09 23:00:54,34,South,Affiliate,Verified,2023-02,6.0,3.0,999.61,2023-04-02 20:49:51,2025-03-25 10:23:58,6.0,5.0,166.60166666666666,Engaged
U006321,2024-06-05 21:28:25,32,North,Organic,Verified,2024-06,6.0,5.0,1064.0,2023-07-16 00:12:46,2025-01-22 19:39:10,6.0,67.0,177.33333333333334,Engaged
U006322,2023-02-26 16:45:04,27,West,Organic,Verified,2023-02,5.0,5.0,834.57,2023-03-06 06:41:37,2024-07-10 23:09:29,4.0,263.0,166.91400000000002,At Risk
U006323,2024-03-14 14:06:05,37,South,Paid Search,Verified,2024-03,3.0,3.0,427.65,2024-05-14 11:55:29,2025-02-09 03:04:45,3.0,49.0,142.54999999999998,Occasional
U006324,2023-02-17 06:31:52,53,Central,Referral,Verified,2023-02,4.0,2.0,493.86,2023-01-19 07:22:18,2024-08-24 09:23:42,4.0,218.0,123.465,At Risk
U006325,2024-05-19 04:08:12,40,South,Paid Search,Verified,2024-05,5.0,3.0,620.23,2023-03-01 00:24:07,2024-09-24 06:30:18,5.0,187.0,124.046,At Risk
U006326,2023-06-19 03:28:15,19,East,Social,Verified,2023-06,1.0,0.0,319.26,2024-01-20 13:28:14,2024-01-20 13:28:14,1.0,435.0,319.26,At Risk
U006327,2023-03-12 05:15:58,31,South,Affiliate,Rejected,2023-03,4.0,3.0,686.23,2023-04-19 11:21:31,2024-10-20 22:00:36,4.0,161.0,171.5575,Occasional
U006328,2023-02-18 15:05:53,26,West,Affiliate,Verified,2023-02,3.0,2.0,535.23,2024-04-01 12:21:00,2024-07-20 06:56:20,2.0,253.0,178.41,At Risk
U006329,2023-05-18 15:34:21,39,West,Referral,Verified,2023-05,3.0,3.0,495.01,2023-03-09 23:40:55,2025-02-17 14:38:46,3.0,41.0,165.00333333333333,Occasional
U006330,2024-01-30 17:58:44,65,East,Referral,Verified,2024-01,5.0,4.0,452.15999999999997,2023-02-18 19:59:08,2025-03-13 06:16:33,5.0,17.0,90.43199999999999,Engaged
U006331,2023-02-25 22:42:33,69,South,Social,Verified,2023-02,4.0,3.0,378.67,2023-08-29 11:02:02,2025-02-16 01:19:54,4.0,42.0,94.6675,Occasional
U006332,2024-08-08 15:49:45,70,West,Referral,Verified,2024-08,2.0,2.0,262.09,2023-07-04 05:15:01,2023-11-25 19:47:18,2.0,491.0,131.045,At Risk
U006333,2024-03-17 00:25:52,23,North,Paid Search,Verified,2024-03,5.0,4.0,811.57,2023-03-01 17:25:35,2025-02-07 20:48:13,5.0,51.0,162.31400000000002,Engaged
U006334,2023-08-06 00:43:54,43,East,Organic,Verified,2023-08,3.0,3.0,515.4300000000001,2023-01-27 16:45:19,2024-11-12 19:53:37,3.0,138.0,171.81000000000003,Occasional
U006335,2024-12-21 05:04:32,20,West,Affiliate,Verified,2024-12,2.0,1.0,237.51,2024-04-12 07:10:41,2024-09-16 12:31:38,2.0,195.0,118.755,At Risk
U006336,2024-04-25 17:36:28,44,South,Paid Search,Verified,2024-04,1.0,1.0,79.14,2024-02-08 16:58:32,2024-02-08 16:58:32,1.0,416.0,79.14,At Risk
U006337,2024-05-05 13:10:08,48,West,Affiliate,Verified,2024-05,6.0,5.0,787.5300000000001,2023-04-20 23:57:30,2024-03-05 18:23:55,6.0,390.0,131.25500000000002,At Risk
U006338,2023-05-07 23:32:37,58,West,Social,Verified,2023-05,5.0,3.0,555.99,2023-03-23 23:05:55,2024-11-25 05:13:37,5.0,125.0,111.19800000000001,Occasional
U006339,2024-06-02 20:32:31,35,North,Paid Search,Verified,2024-06,3.0,2.0,704.49,2023-01-11 06:55:28,2023-11-27 20:19:54,3.0,489.0,234.83,At Risk
U006340,2024-02-13 05:04:34,19,South,Paid Search,Verified,2024-02,5.0,4.0,340.07,2023-02-15 08:40:52,2024-06-19 16:23:22,5.0,284.0,68.014,At Risk
U006341,2024-12-19 17:55:47,42,South,Organic,Verified,2024-12,5.0,5.0,281.70000000000005,2023-06-08 11:04:44,2024-07-21 22:22:12,5.0,252.0,56.34000000000001,At Risk
U006342,2023-12-15 22:30:45,40,West,Paid Search,Verified,2023-12,2.0,0.0,182.34,2023-07-22 04:49:37,2024-03-02 13:23:59,2.0,393.0,91.17,At Risk
U006343,2024-05-09 22:45:44,51,East,Referral,Verified,2024-05,3.0,2.0,485.28000000000003,2023-03-25 19:42:57,2024-10-20 16:22:29,3.0,161.0,161.76000000000002,Occasional
U006344,2023-09-07 00:34:43,23,South,Organic,Verified,2023-09,3.0,3.0,290.94,2023-06-15 00:44:52,2024-12-19 04:15:13,3.0,101.0,96.98,Occasional
U006345,2023-01-30 07:58:52,50,South,Paid Search,Verified,2023-01,1.0,1.0,73.65,2024-04-25 15:48:40,2024-04-25 15:48:40,1.0,339.0,73.65,At Risk
U006346,2023-04-04 09:06:02,39,North,Paid Search,Verified,2023-04,3.0,3.0,166.05,2023-10-14 20:53:06,2025-01-04 13:16:47,3.0,85.0,55.35,Occasional
U006347,2024-09-24 21:56:17,57,North,Organic,Verified,2024-09,5.0,5.0,559.97,2023-04-25 05:47:30,2024-07-24 16:26:44,5.0,249.0,111.994,At Risk
U006348,2024-06-22 19:53:28,70,South,Organic,Pending,2024-06,2.0,2.0,130.19,2023-03-26 07:55:57,2024-05-09 06:37:44,2.0,325.0,65.095,At Risk
U006349,2023-09-24 05:09:49,30,North,Organic,Verified,2023-09,9.0,9.0,1631.81,2023-01-17 19:49:46,2025-03-21 05:31:39,9.0,9.0,181.3122222222222,Engaged
U006350,2024-05-24 09:53:27,57,North,Affiliate,Verified,2024-05,5.0,5.0,786.64,2023-10-31 08:52:35,2024-11-19 04:17:29,4.0,131.0,157.328,Occasional
U006351,2023-01-04 04:27:02,24,East,Organic,Verified,2023-01,1.0,1.0,20.98,2024-04-01 22:01:12,2024-04-01 22:01:12,1.0,363.0,20.98,At Risk
U006352,2023-01-28 03:25:11,70,East,Organic,Verified,2023-01,3.0,2.0,492.08,2023-12-23 13:08:04,2024-11-04 00:10:28,3.0,146.0,164.02666666666667,Occasional
U006353,2024-01-06 06:44:34,43,North,Paid Search,Verified,2024-01,2.0,1.0,378.72,2023-05-30 01:53:23,2024-01-27 22:23:49,2.0,428.0,189.36,At Risk
U006354,2024-04-01 05:22:18,57,East,Referral,Verified,2024-04,6.0,2.0,713.22,2023-01-11 05:51:05,2025-02-02 19:32:46,6.0,56.0,118.87,Engaged
U006355,2024-11-15 00:30:10,59,North,Referral,Verified,2024-11,4.0,3.0,632.17,2023-04-02 17:07:07,2025-03-03 13:36:49,4.0,27.0,158.0425,Occasional
U006356,2024-07-08 13:13:38,50,South,Paid Search,Pending,2024-07,3.0,2.0,232.92,2023-04-13 09:16:55,2023-08-30 07:05:17,3.0,578.0,77.64,At Risk
U006357,2023-07-07 20:26:01,38,Central,Paid Search,Verified,2023-07,6.0,5.0,1203.49,2023-03-07 20:29:00,2025-01-15 15:36:40,6.0,74.0,200.58166666666668,Engaged
U006358,2024-08-18 01:11:07,57,East,Referral,Verified,2024-08,4.0,3.0,891.4300000000001,2023-03-18 02:34:49,2024-08-11 17:20:44,4.0,231.0,222.85750000000002,At Risk
U006359,2023-12-25 19:18:38,43,North,Social,Verified,2023-12,1.0,1.0,271.09,2023-11-27 22:20:45,2023-11-27 22:20:45,1.0,489.0,271.09,At Risk
U006360,2024-08-26 00:03:14,52,South,Referral,Verified,2024-08,3.0,2.0,245.4,2023-07-06 12:47:20,2024-10-18 11:19:44,3.0,163.0,81.8,Occasional
U006361,2023-05-07 20:34:15,50,West,Referral,Verified,2023-05,7.0,6.0,790.4,2023-06-17 10:57:18,2025-03-05 14:59:13,6.0,25.0,112.91428571428571,Engaged
U006362,2023-01-20 03:28:49,42,North,Organic,Verified,2023-01,7.0,7.0,1050.17,2023-04-10 21:25:31,2024-11-08 10:32:33,7.0,142.0,150.02428571428572,Occasional
U006363,2023-02-12 02:46:32,24,Central,Paid Search,Verified,2023-02,4.0,4.0,772.24,2023-09-01 10:39:32,2024-11-26 03:47:23,4.0,124.0,193.06,Occasional
U006364,2024-12-24 08:17:07,33,South,Social,Verified,2024-12,2.0,1.0,154.21,2023-11-28 07:31:43,2024-11-09 03:27:35,2.0,141.0,77.105,Occasional
U006365,2023-02-28 19:08:50,67,North,Organic,Verified,2023-02,3.0,3.0,474.05999999999995,2023-03-06 14:35:09,2024-05-26 19:49:33,2.0,308.0,158.01999999999998,At Risk
U006366,2024-11-16 17:28:17,45,East,Organic,Verified,2024-11,6.0,6.0,565.27,2023-02-28 12:37:03,2024-10-05 22:57:01,6.0,176.0,94.21166666666666,Occasional
U006367,2024-06-14 17:13:51,51,West,Referral,Verified,2024-06,3.0,3.0,249.99,2023-05-31 15:53:40,2023-12-14 11:51:43,3.0,472.0,83.33,At Risk
U006368,2023-04-17 14:36:20,31,South,Social,Verified,2023-04,3.0,2.0,238.62,2023-09-23 11:51:22,2025-01-04 11:46:59,3.0,85.0,79.54,Occasional
U006369,2024-09-22 18:35:05,55,Central,Organic,Verified,2024-09,3.0,3.0,291.35,2024-07-04 16:15:47,2025-02-28 19:01:04,3.0,30.0,97.11666666666667,Occasional
U006370,2023-04-16 06:33:57,43,Unknown,Affiliate,Verified,2023-04,6.0,4.0,548.68,2023-07-25 07:47:01,2025-01-21 05:44:46,6.0,68.0,91.44666666666666,Engaged
U006371,2023-04-15 14:35:44,29,North,Organic,Verified,2023-04,2.0,1.0,96.22999999999999,2023-10-07 03:39:04,2024-10-15 00:16:36,2.0,166.0,48.114999999999995,Occasional
U006372,2024-02-25 03:08:35,25,North,Affiliate,Verified,2024-02,1.0,1.0,394.87,2025-02-21 03:45:10,2025-02-21 03:45:10,1.0,37.0,394.87,Occasional
U006373,2023-07-30 11:20:28,38,South,Social,Verified,2023-07,4.0,4.0,698.4300000000001,2023-02-01 13:47:29,2025-03-28 09:22:38,3.0,2.0,174.60750000000002,Occasional
U006374,2023-08-01 07:13:49,47,East,Referral,Verified,2023-08,4.0,3.0,470.77,2023-04-05 17:33:03,2024-12-20 02:37:56,3.0,100.0,117.6925,Occasional
U006375,2023-05-23 08:54:58,32,East,Social,Verified,2023-05,5.0,5.0,478.45,2023-02-24 07:34:44,2025-01-02 08:27:23,5.0,87.0,95.69,Engaged
U006376,2024-03-19 14:32:52,31,South,Social,Verified,2024-03,2.0,2.0,409.90000000000003,2024-06-26 04:00:49,2024-10-18 09:21:15,2.0,163.0,204.95000000000002,Occasional
U006377,2023-01-20 14:30:47,32,Central,Social,Verified,2023-01,4.0,4.0,766.5600000000001,2023-07-08 02:28:10,2024-08-16 12:43:05,4.0,226.0,191.64000000000001,At Risk
U006378,2023-06-28 21:41:40,33,South,Paid Search,Rejected,2023-06,6.0,6.0,850.29,2023-12-13 18:39:02,2025-01-22 03:37:48,4.0,67.0,141.715,Engaged
U006379,2024-02-09 00:07:03,57,West,Paid Search,Verified,2024-02,5.0,5.0,968.6400000000001,2023-03-17 19:16:48,2024-05-31 22:42:26,3.0,303.0,193.728,At Risk
U006380,2023-12-22 04:15:33,44,West,Organic,Verified,2023-12,0.0,0.0,0.0,,,0.0,999.0,0.0,No Activity
U006381,2024-05-25 22:38:11,42,North,Organic,Verified,2024-05,5.0,4.0,853.06,2023-03-12 19:09:12,2024-07-13 22:50:07,3.0,260.0,170.612,At Risk
U006382,2023-06-07 20:34:50,26,North,Referral,Verified,2023-06,2.0,2.0,110.80000000000001,2024-02-22 14:30:36,2024-12-17 08:31:34,2.0,103.0,55.400000000000006,Occasional
U006383,2024-04-17 22:48:48,46,North,Organic,Verified,2024-04,6.0,5.0,1023.52,2023-05-23 05:31:21,2025-02-12 14:27:23,5.0,46.0,170.58666666666667,Engaged
U006384,2024-07-08 18:12:00,69,Central,Social,Verified,2024-07,4.0,4.0,993.3200000000002,2023-12-14 10:17:22,2025-01-07 11:45:29,4.0,82.0,248.33000000000004,Occasional
U006385,2023-10-11 06:41:53,57,South,Organic,Pending,2023-10,4.0,3.0,652.1,2023-04-03 22:02:32,2024-08-27 09:01:44,3.0,215.0,163.025,At Risk
U006386,2023-07-07 11:19:09,41,West,Organic,Verified,2023-07,4.0,4.0,782.4100000000001,2023-01-05 07:50:12,2024-12-01 18:20:05,4.0,119.0,195.60250000000002,Occasional
U006387,2024-02-10 03:46:46,34,East,Organic,Verified,2024-02,3.0,2.0,356.04999999999995,2023-09-02 11:32:29,2025-03-07 20:50:08,3.0,23.0,118.68333333333332,Occasional
U006388,2024-02-27 13:38:48,36,South,Organic,Verified,2024-02,8.0,7.0,993.83,2023-05-10 19:41:21,2025-01-10 10:05:30,7.0,79.0,124.22875,Engaged
U006389,2023-03-10 16:37:11,19,Central,Organic,Verified,2023-03,6.0,6.0,806.7900000000001,2023-01-21 12:09:44,2025-02-09 16:23:18,5.0,49.0,134.465,Engaged
U006390,2024-02-17 12:46:29,19,South,Referral,Verified,2024-02,5.0,5.0,343.52,2023-10-05 15:03:04,2024-08-14 11:54:18,5.0,228.0,68.704,At Risk
U006391,2023-04-23 15:24:04,59,West,Organic,Verified,2023-04,2.0,2.0,265.12,2023-08-22 11:03:41,2023-11-17 05:27:48,2.0,499.0,132.56,At Risk
U006392,2024-02-20 05:49:52,62,South,Affiliate,Pending,2024-02,5.0,4.0,395.76,2023-02-02 11:05:55,2024-12-24 04:23:42,4.0,96.0,79.152,Occasional
U006393,2024-11-11 05:02:30,69,North,Paid Search,Verified,2024-11,7.0,6.0,539.33,2023-01-24 21:45:58,2024-12-15 13:54:40,6.0,105.0,77.04714285714286,Occasional
U006394,2024-01-28 01:30:20,51,North,Paid Search,Verified,2024-01,6.0,5.0,1191.84,2023-01-06 14:14:16,2024-09-16 14:24:04,6.0,195.0,198.64,At Risk
U006395,2024-07-09 21:36:56,67,North,Referral,Pending,2024-07,2.0,2.0,233.14999999999998,2024-06-01 16:17:58,2024-09-14 20:57:57,2.0,197.0,116.57499999999999,At Risk
U006396,2023-08-15 02:01:03,40,West,Organic,Pending,2023-08,3.0,2.0,314.97,2023-06-29 19:54:58,2024-08-23 13:19:11,3.0,219.0,104.99000000000001,At Risk
U006397,2024-11-04 14:23:20,31,South,Organic,Rejected,2024-11,5.0,4.0,896.8,2023-02-01 22:42:06,2023-12-14 08:42:04,5.0,472.0,179.35999999999999,At Risk
U006398,2024-08-16 07:31:17,31,South,Affiliate,Verified,2024-08,4.0,4.0,307.65,2023-02-13 23:13:54,2024-06-16 19:36:58,4.0,287.0,76.9125,At Risk
U006399,2024-10-31 04:14:18,30,North,Referral,Pending,2024-10,3.0,3.0,338.21,2023-05-17 14:03:16,2024-12-13 03:25:10,3.0,107.0,112.73666666666666,Occasional
U006400,2024-06-25 08:46:14,57,East,Organic,Verified,2024-06,8.0,7.0,665.67,2023-01-09 17:46:33,2024-08-05 17:30:51,7.0,237.0,83.20875,At Risk
U006401,2024-04-19 01:21:31,18,West,Referral,Pending,2024-04,5.0,5.0,860.03,2023-03-21 12:31:59,2025-03-16 13:08:00,5.0,14.0,172.006,Engaged
U006402,2024-01-19 06:01:45,68,East,Organic,Verified,2024-01,3.0,3.0,279.02,2023-06-24 01:06:52,2024-05-21 17:41:52,3.0,313.0,93.00666666666666,At Risk
U006403,2024-11-08 14:44:28,59,Central,Organic,Verified,2024-11,4.0,4.0,665.8100000000001,2024-03-23 10:08:00,2024-12-05 19:13:41,4.0,115.0,166.45250000000001,Occasional
U006404,2024-09-11 04:19:53,38,North,Organic,Verified,2024-09,4.0,3.0,983.01,2023-02-10 22:05:36,2024-11-06 07:19:12,4.0,144.0,245.7525,Occasional
U006405,2023-11-01 04:39:21,55,North,Referral,Verified,2023-11,6.0,3.0,620.28,2023-02-17 16:57:55,2025-01-13 11:18:50,5.0,76.0,103.38,Engaged
U006406,2023-03-04 12:37:39,25,East,Paid Search,Verified,2023-03,3.0,3.0,223.07,2023-10-20 22:38:27,2025-02-23 07:57:12,3.0,35.0,74.35666666666667,Occasional
U006407,2023-01-03 15:21:23,40,South,Paid Search,Rejected,2023-01,2.0,2.0,191.06,2023-09-17 03:08:31,2024-08-14 05:52:47,2.0,228.0,95.53,At Risk
U006408,2023-06-20 10:36:29,23,West,Organic,Pending,2023-06,1.0,0.0,47.6,2024-01-11 05:45:21,2024-01-11 05:45:21,1.0,444.0,47.6,At Risk
U006409,2023-02-15 16:14:45,23,West,Organic,Verified,2023-02,4.0,4.0,549.33,2023-03-20 23:14:51,2024-08-30 05:56:43,4.0,212.0,137.3325,At Risk
U006410,2023-06-04 09:30:47,18,North,Organic,Verified,2023-06,3.0,2.0,315.54,2023-09-18 01:09:52,2024-09-09 14:07:00,3.0,202.0,105.18,At Risk
U006411,2023-03-21 22:13:04,44,Central,Paid Search,Verified,2023-03,4.0,2.0,1256.33,2024-04-08 17:30:17,2024-12-18 06:18:32,3.0,102.0,314.0825,Occasional
U006412,2024-12-17 04:01:52,57,North,Affiliate,Verified,2024-12,5.0,4.0,835.69,2023-06-07 02:41:34,2025-02-09 00:17:37,5.0,49.0,167.138,Engaged
U006413,2023-03-11 14:35:32,65,West,Referral,Verified,2023-03,4.0,3.0,302.61,2023-08-30 16:21:11,2025-01-07 17:33:33,4.0,82.0,75.6525,Occasional
U006414,2024-04-02 15:07:59,70,South,Organic,Verified,2024-04,2.0,1.0,488.95,2023-05-02 23:56:09,2023-12-13 10:02:52,2.0,473.0,244.475,At Risk
U006415,2023-09-14 17:49:33,69,West,Organic,Verified,2023-09,1.0,1.0,54.54,2024-05-28 19:59:55,2024-05-28 19:59:55,1.0,306.0,54.54,At Risk
U006416,2023-05-08 04:15:18,70,North,Organic,Verified,2023-05,3.0,2.0,285.34000000000003,2023-03-25 20:35:03,2024-12-14 13:46:30,3.0,106.0,95.11333333333334,Occasional
U006417,2024-05-26 22:15:52,18,Central,Affiliate,Verified,2024-05,1.0,1.0,62.7,2024-07-23 21:15:06,2024-07-23 21:15:06,1.0,250.0,62.7,At Risk
U006418,2024-12-09 12:07:23,59,Central,Paid Search,Verified,2024-12,2.0,2.0,679.3000000000001,2023-03-30 06:13:28,2023-06-16 02:58:23,2.0,653.0,339.65000000000003,At Risk
U006419,2024-07-31 04:10:01,56,East,Affiliate,Verified,2024-07,8.0,7.0,774.91,2023-03-03 13:55:40,2025-02-17 12:27:55,7.0,41.0,96.86375,Engaged
U006420,2024-12-12 22:11:20,26,East,Paid Search,Verified,2024-12,8.0,6.0,902.75,2023-02-27 20:46:40,2025-03-27 21:11:14,6.0,3.0,112.84375,Engaged
U006421,2024-03-06 20:32:11,25,East,Referral,Verified,2024-03,8.0,6.0,1199.23,2023-02-24 00:59:22,2025-03-06 05:40:24,7.0,24.0,149.90375,Engaged
U006422,2024-05-06 17:01:39,69,East,Referral,Verified,2024-05,7.0,5.0,1046.38,2023-02-15 20:29:16,2024-09-05 04:11:36,7.0,206.0,149.48285714285717,At Risk
U006423,2023-04-17 21:33:42,64,East,Referral,Pending,2023-04,4.0,4.0,207.74,2023-06-03 15:23:22,2024-12-15 20:08:55,4.0,105.0,51.935,Occasional
U006424,2024-09-14 06:20:03,35,East,Paid Search,Verified,2024-09,5.0,4.0,1170.58,2023-01-13 00:54:03,2025-02-27 15:52:18,5.0,31.0,234.11599999999999,Engaged
U006425,2024-06-29 23:14:09,21,West,Organic,Verified,2024-06,2.0,2.0,148.94,2023-06-23 19:25:37,2024-09-06 06:55:52,2.0,205.0,74.47,At Risk
U006426,2023-07-05 10:30:07,35,East,Paid Search,Verified,2023-07,5.0,4.0,1222.75,2023-03-25 06:15:45,2024-07-15 19:58:33,4.0,258.0,244.55,At Risk
U006427,2023-09-17 00:07:46,18,North,Social,Verified,2023-09,3.0,3.0,372.46,2023-11-18 21:59:29,2024-07-25 08:37:42,2.0,248.0,124.15333333333332,At Risk
U006428,2024-03-21 22:47:42,54,Central,Organic,Verified,2024-03,1.0,1.0,61.87,2024-01-03 21:33:27,2024-01-03 21:33:27,1.0,452.0,61.87,At Risk
U006429,2023-01-10 11:38:36,38,North,Referral,Pending,2023-01,8.0,5.0,1377.74,2023-04-30 01:23:56,2025-03-21 08:19:23,8.0,9.0,172.2175,Engaged
U006430,2024-08-20 01:49:58,20,North,Social,Pending,2024-08,4.0,4.0,1151.83,2023-02-26 09:13:16,2024-01-26 19:29:08,4.0,429.0,287.9575,At Risk
U006431,2023-07-24 19:54:45,69,Central,Paid Search,Verified,2023-07,5.0,5.0,554.17,2023-01-13 13:00:06,2024-10-05 12:48:02,5.0,176.0,110.83399999999999,Occasional
U006432,2023-02-24 17:36:18,61,North,Paid Search,Verified,2023-02,5.0,4.0,1371.6599999999999,2023-02-22 18:10:28,2024-06-15 16:10:25,5.0,288.0,274.332,At Risk
U006433,2023-08-30 08:07:18,65,North,Organic,Verified,2023-08,6.0,6.0,896.54,2023-08-03 12:49:45,2024-11-25 09:41:00,6.0,125.0,149.42333333333332,Occasional
U006434,2024-09-02 02:39:58,70,East,Referral,Rejected,2024-09,2.0,2.0,216.82999999999998,2023-04-06 00:59:43,2024-04-19 05:19:51,2.0,345.0,108.41499999999999,At Risk
U006435,2023-07-20 04:46:54,18,West,Social,Rejected,2023-07,2.0,2.0,224.75,2024-05-24 22:22:50,2025-01-01 08:02:10,2.0,88.0,112.375,Occasional
U006436,2024-01-29 14:37:14,59,North,Social,Rejected,2024-01,2.0,1.0,66.16,2024-04-12 12:44:02,2024-04-17 13:23:28,1.0,347.0,33.08,At Risk
U006437,2024-08-15 15:57:54,59,East,Organic,Verified,2024-08,6.0,5.0,1018.3499999999999,2023-05-10 17:43:10,2024-07-30 00:16:57,4.0,243.0,169.725,At Risk
U006438,2023-01-25 14:37:02,59,North,Social,Pending,2023-01,5.0,4.0,714.0,2023-09-12 18:27:40,2024-12-05 19:04:29,5.0,115.0,142.8,Occasional
U006439,2024-07-08 17:54:37,32,South,Paid Search,Verified,2024-07,4.0,4.0,598.15,2023-04-15 10:29:48,2024-10-10 13:33:55,4.0,171.0,149.5375,Occasional
U006440,2023-07-30 17:53:57,38,South,Referral,Verified,2023-07,5.0,4.0,642.14,2023-02-08 01:38:15,2024-10-17 10:21:37,5.0,164.0,128.428,Occasional
U006441,2024-05-22 18:04:17,67,North,Organic,Verified,2024-05,3.0,3.0,957.94,2023-06-28 15:45:51,2024-10-19 16:08:38,3.0,162.0,319.31333333333333,Occasional
U006442,2023-05-18 07:22:28,21,Central,Organic,Verified,2023-05,2.0,2.0,711.32,2023-06-24 09:45:14,2023-12-23 05:29:03,2.0,463.0,355.66,At Risk
U006443,2023-04-12 11:22:08,51,East,Referral,Verified,2023-04,4.0,4.0,827.68,2023-07-06 16:25:01,2025-03-14 18:20:05,4.0,16.0,206.92,Occasional
U006444,2024-07-29 10:58:59,60,West,Paid Search,Verified,2024-07,3.0,2.0,483.49,2023-01-01 01:52:38,2023-08-30 06:54:22,3.0,578.0,161.16333333333333,At Risk
U006445,2024-08-12 17:15:00,60,Central,Social,Verified,2024-08,6.0,4.0,1108.47,2023-01-06 01:32:55,2025-03-22 05:37:33,6.0,8.0,184.745,Engaged
U006446,2024-12-17 08:49:21,49,Central,Organic,Verified,2024-12,6.0,5.0,1074.9,2023-10-26 00:21:21,2025-03-27 01:54:55,5.0,3.0,179.15,Engaged
U006447,2024-05-09 08:07:22,58,West,Affiliate,Verified,2024-05,5.0,5.0,962.32,2023-01-09 09:27:39,2024-11-13 08:53:23,5.0,137.0,192.464,Occasional
U006448,2023-12-07 02:12:28,66,South,Paid Search,Verified,2023-12,1.0,1.0,80.01,2024-11-23 13:13:36,2024-11-23 13:13:36,1.0,127.0,80.01,Occasional
U006449,2023-05-23 05:33:22,58,West,Organic,Verified,2023-05,3.0,2.0,311.14,2023-07-02 19:23:46,2025-01-18 17:50:54,3.0,71.0,103.71333333333332,Occasional
U006450,2023-08-04 12:12:35,24,East,Organic,Verified,2023-08,3.0,1.0,281.02,2023-02-17 08:38:36,2025-01-20 14:03:43,3.0,69.0,93.67333333333333,Occasional
U006451,2024-04-18 02:36:20,30,South,Referral,Verified,2024-04,4.0,4.0,823.83,2024-01-08 08:36:39,2025-02-12 07:42:27,4.0,46.0,205.9575,Occasional
U006452,2023-09-10 15:43:21,34,South,Affiliate,Pending,2023-09,4.0,4.0,462.59,2023-03-01 10:49:48,2023-12-01 21:03:22,4.0,485.0,115.6475,At Risk
U006453,2023-12-19 23:07:26,36,South,Organic,Verified,2023-12,1.0,1.0,325.49,2024-04-18 00:17:03,2024-04-18 00:17:03,1.0,346.0,325.49,At Risk
U006454,2023-05-03 16:28:58,37,East,Paid Search,Pending,2023-05,4.0,3.0,887.29,2023-04-12 03:13:23,2024-02-18 09:49:20,4.0,406.0,221.8225,At Risk
U006455,2023-11-17 17:24:47,29,West,Paid Search,Rejected,2023-11,4.0,3.0,488.12,2023-10-04 12:51:08,2024-05-24 11:34:25,4.0,310.0,122.03,At Risk
U006456,2023-06-23 17:16:14,54,East,Referral,Pending,2023-06,3.0,3.0,191.27999999999997,2023-04-09 20:35:58,2024-12-30 17:43:57,3.0,90.0,63.75999999999999,Occasional
U006457,2023-03-23 20:23:52,23,South,Referral,Verified,2023-03,7.0,5.0,1375.1499999999999,2023-03-30 05:45:14,2024-10-21 15:07:00,6.0,160.0,196.45,Occasional
U006458,2023-04-07 07:43:57,59,North,Affiliate,Verified,2023-04,4.0,4.0,594.25,2023-05-05 11:10:00,2025-03-05 08:11:59,4.0,25.0,148.5625,Occasional
U006459,2024-01-14 08:41:27,52,West,Organic,Verified,2024-01,2.0,2.0,192.42000000000002,2024-09-07 09:02:29,2024-09-21 02:24:48,1.0,190.0,96.21000000000001,At Risk
U006460,2023-09-25 11:42:05,68,South,Organic,Pending,2023-09,4.0,2.0,534.16,2023-07-04 18:06:53,2025-03-18 06:24:05,4.0,12.0,133.54,Occasional
U006461,2023-03-14 22:48:19,18,South,Organic,Verified,2023-03,2.0,2.0,708.24,2024-04-21 23:34:49,2025-02-26 00:55:01,2.0,32.0,354.12,Occasional
U006462,2024-01-11 10:31:00,33,West,Social,Verified,2024-01,6.0,6.0,629.4200000000001,2023-02-28 10:53:08,2024-12-23 08:35:16,5.0,97.0,104.90333333333335,Occasional
U006463,2023-04-30 21:43:09,65,West,Paid Search,Verified,2023-04,5.0,5.0,572.15,2023-07-27 11:02:42,2025-01-16 21:28:55,4.0,73.0,114.42999999999999,Engaged
U006464,2023-01-12 06:34:58,44,East,Organic,Verified,2023-01,4.0,3.0,755.1800000000001,2023-09-22 19:15:55,2025-01-24 23:05:14,4.0,65.0,188.79500000000002,Occasional
